Cargo,Salario,Experiencia_previa,Nivel_experiencia,Ubicacion_empresa,Cargos_generalizados
Analyst,42041,0.0,EN,,Analyst
Analyst,44015,1.0,EN,,Analyst
Manager,140916,4.0,EN,,Other
Analyst,46173,0.0,EN,,Analyst
Analyst,41701,1.0,EN,,Analyst
Analyst,47465,0.0,EN,,Analyst
Analyst,43986,0.0,EN,,Analyst
Analyst,49670,1.0,EN,,Analyst
Senior Manager,153111,6.0,MI,,Other
Analyst,47408,1.0,EN,,Analyst
Analyst,47629,1.0,EN,,Analyst
Senior Analyst,68884,5.0,MI,,Analyst
Analyst,49849,1.0,EN,,Analyst
Senior Analyst,68785,1.0,EN,,Analyst
Analyst,48102,0.0,EN,,Analyst
Analyst,44610,0.0,EN,,Analyst
Analyst,46659,1.0,EN,,Analyst
Analyst,47781,0.0,EN,,Analyst
Analyst,49942,2.0,EN,,Analyst
Manager,148606,8.0,MI,,Other
Manager,110885,5.0,MI,,Other
Analyst,45019,0.0,EN,,Analyst
Analyst,41378,0.0,EN,,Analyst
Analyst,42327,0.0,EN,,Analyst
Senior Analyst,68446,3.0,EN,,Analyst
Analyst,47764,0.0,EN,,Analyst
Analyst,49905,0.0,EN,,Analyst
Director,253284,23.0,EX,,Other
Analyst,49703,0.0,EN,,Analyst
Analyst,48049,1.0,EN,,Analyst
Analyst,43428,2.0,EN,,Analyst
Senior Manager,185221,11.0,SE,,Other
Analyst,48969,1.0,EN,,Analyst
Analyst,45740,1.0,EN,,Analyst
Analyst,46601,0.0,EN,,Analyst
Analyst,45949,1.0,EN,,Analyst
Analyst,41861,0.0,EN,,Analyst
Analyst,42213,0.0,EN,,Analyst
Senior Analyst,56772,0.0,EN,,Analyst
Analyst,46052,3.0,EN,,Analyst
Analyst,43483,0.0,EN,,Analyst
Analyst,43860,2.0,EN,,Analyst
Senior Analyst,61374,3.0,EN,,Analyst
Analyst,48095,0.0,EN,,Analyst
Analyst,49592,0.0,EN,,Analyst
Analyst,46942,1.0,EN,,Analyst
Analyst,42333,2.0,EN,,Analyst
Director,319141,17.0,EX,,Other
Associate,91596,3.0,EN,,Other
Analyst,40586,0.0,EN,,Analyst
Analyst,49530,0.0,EN,,Analyst
Analyst,42583,2.0,EN,,Analyst
Associate,92453,4.0,EN,,Other
Associate,93659,5.0,MI,,Other
Analyst,48222,2.0,EN,,Analyst
Analyst,46319,2.0,EN,,Analyst
Analyst,45861,2.0,EN,,Analyst
Analyst,45481,0.0,EN,,Analyst
Analyst,42008,1.0,EN,,Analyst
Analyst,47850,0.0,EN,,Analyst
Analyst,40113,2.0,EN,,Analyst
Analyst,47525,0.0,EN,,Analyst
Analyst,47685,0.0,EN,,Analyst
Senior Analyst,64823,1.0,EN,,Analyst
Analyst,40414,1.0,EN,,Analyst
Analyst,40572,0.0,EN,,Analyst
Analyst,46350,2.0,EN,,Analyst
Associate,93529,3.0,EN,,Other
Senior Analyst,63647,0.0,EN,,Analyst
Manager,140401,9.0,MI,,Other
Analyst,49141,0.0,EN,,Analyst
Analyst,43670,1.0,EN,,Analyst
Analyst,42553,0.0,EN,,Analyst
Analyst,46783,0.0,EN,,Analyst
Analyst,47146,0.0,EN,,Analyst
Analyst,48730,0.0,EN,,Analyst
Analyst,40808,0.0,EN,,Analyst
Analyst,40508,1.0,EN,,Analyst
Analyst,45111,0.0,EN,,Analyst
Analyst,47414,1.0,EN,,Analyst
Senior Manager,161839,11.0,SE,,Other
Associate,82993,5.0,MI,,Other
Analyst,43354,1.0,EN,,Analyst
Analyst,47791,1.0,EN,,Analyst
Senior Analyst,59115,0.0,EN,,Analyst
Analyst,49830,0.0,EN,,Analyst
Analyst,46822,0.0,EN,,Analyst
Analyst,45321,0.0,EN,,Analyst
Analyst,48781,0.0,EN,,Analyst
Analyst,49631,2.0,EN,,Analyst
Analyst,46102,1.0,EN,,Analyst
Analyst,46781,1.0,EN,,Analyst
Analyst,46935,1.0,EN,,Analyst
Analyst,41705,0.0,EN,,Analyst
Analyst,43434,0.0,EN,,Analyst
Analyst,43726,1.0,EN,,Analyst
Analyst,48443,0.0,EN,,Analyst
Senior Analyst,50687,5.0,MI,,Analyst
Analyst,42635,2.0,EN,,Analyst
Analyst,41834,1.0,EN,,Analyst
Analyst,44028,2.0,EN,,Analyst
Analyst,44787,0.0,EN,,Analyst
Senior Analyst,60183,1.0,EN,,Analyst
Analyst,40594,1.0,EN,,Analyst
Senior Analyst,53406,3.0,EN,,Analyst
Analyst,40251,0.0,EN,,Analyst
Analyst,44551,0.0,EN,,Analyst
Analyst,49525,2.0,EN,,Analyst
Analyst,43624,0.0,EN,,Analyst
Analyst,41785,2.0,EN,,Analyst
Senior Analyst,52760,2.0,EN,,Analyst
Analyst,42143,0.0,EN,,Analyst
Senior Analyst,68067,2.0,EN,,Analyst
Associate,87166,3.0,EN,,Other
Analyst,48519,0.0,EN,,Analyst
Analyst,47013,0.0,EN,,Analyst
Analyst,47131,0.0,EN,,Analyst
Senior Analyst,67582,3.0,EN,,Analyst
Analyst,48343,0.0,EN,,Analyst
Analyst,44693,0.0,EN,,Analyst
Analyst,47812,0.0,EN,,Analyst
Analyst,40690,1.0,EN,,Analyst
Senior Analyst,66311,2.0,EN,,Analyst
Analyst,48587,0.0,EN,,Analyst
Analyst,44467,0.0,EN,,Analyst
Analyst,43172,1.0,EN,,Analyst
Analyst,44014,0.0,EN,,Analyst
Analyst,44372,0.0,EN,,Analyst
Analyst,47033,0.0,EN,,Analyst
Analyst,47990,0.0,EN,,Analyst
Analyst,46452,0.0,EN,,Analyst
Analyst,42826,2.0,EN,,Analyst
Analyst,40846,0.0,EN,,Analyst
Analyst,45036,0.0,EN,,Analyst
Associate,71673,3.0,EN,,Other
Analyst,41386,0.0,EN,,Analyst
Analyst,44094,0.0,EN,,Analyst
Senior Analyst,67575,0.0,EN,,Analyst
Analyst,45156,0.0,EN,,Analyst
Analyst,49686,0.0,EN,,Analyst
Analyst,41032,0.0,EN,,Analyst
Associate,98715,5.0,MI,,Other
Senior Analyst,58773,2.0,EN,,Analyst
Analyst,41925,0.0,EN,,Analyst
Analyst,43531,3.0,EN,,Analyst
Analyst,42673,0.0,EN,,Analyst
Analyst,49618,0.0,EN,,Analyst
Senior Analyst,69643,3.0,EN,,Analyst
Senior Analyst,59262,0.0,EN,,Analyst
Analyst,41583,3.0,EN,,Analyst
Analyst,40415,0.0,EN,,Analyst
Analyst,42416,0.0,EN,,Analyst
Associate,87324,5.0,MI,,Other
Associate,84967,0.0,EN,,Other
Analyst,41869,0.0,EN,,Analyst
Analyst,43481,0.0,EN,,Analyst
Senior Analyst,54166,2.0,EN,,Analyst
Analyst,47649,3.0,EN,,Analyst
Manager,119673,5.0,MI,,Other
Analyst,47431,0.0,EN,,Analyst
Analyst,48014,0.0,EN,,Analyst
Analyst,49686,0.0,EN,,Analyst
Analyst,46043,1.0,EN,,Analyst
Analyst,46110,1.0,EN,,Analyst
Senior Analyst,62307,0.0,EN,,Analyst
Analyst,49627,0.0,EN,,Analyst
Analyst,44882,2.0,EN,,Analyst
Manager,144573,10.0,SE,,Other
Senior Manager,164773,13.0,SE,,Other
Senior Analyst,67735,0.0,EN,,Analyst
Analyst,44964,0.0,EN,,Analyst
Analyst,41476,0.0,EN,,Analyst
Analyst,40251,1.0,EN,,Analyst
Associate,97830,2.0,EN,,Other
Analyst,42797,1.0,EN,,Analyst
Analyst,43173,0.0,EN,,Analyst
Analyst,47683,3.0,EN,,Analyst
Senior Manager,196757,7.0,MI,,Other
Analyst,42075,0.0,EN,,Analyst
Analyst,43353,0.0,EN,,Analyst
Analyst,43923,0.0,EN,,Analyst
Analyst,43605,0.0,EN,,Analyst
Analyst,41262,0.0,EN,,Analyst
Analyst,48056,0.0,EN,,Analyst
Analyst,46584,1.0,EN,,Analyst
Analyst,42651,0.0,EN,,Analyst
Analyst,42465,0.0,EN,,Analyst
Analyst,42453,0.0,EN,,Analyst
Analyst,46026,0.0,EN,,Analyst
Analyst,49581,1.0,EN,,Analyst
Analyst,41729,0.0,EN,,Analyst
Senior Analyst,56977,2.0,EN,,Analyst
Senior Manager,166335,11.0,SE,,Other
Manager,135653,7.0,MI,,Other
Associate,98057,6.0,MI,,Other
Senior Analyst,54184,4.0,EN,,Analyst
Analyst,49953,3.0,EN,,Analyst
Senior Analyst,52113,0.0,EN,,Analyst
Analyst,44983,1.0,EN,,Analyst
Analyst,45057,0.0,EN,,Analyst
Analyst,46985,0.0,EN,,Analyst
Analyst,41846,1.0,EN,,Analyst
Senior Analyst,65880,0.0,EN,,Analyst
Associate,79721,6.0,MI,,Other
Analyst,45636,1.0,EN,,Analyst
Analyst,41609,2.0,EN,,Analyst
Senior Analyst,69643,3.0,EN,,Analyst
Analyst,47178,2.0,EN,,Analyst
Senior Analyst,50739,0.0,EN,,Analyst
Analyst,40331,0.0,EN,,Analyst
Senior Analyst,57997,2.0,EN,,Analyst
Analyst,46514,2.0,EN,,Analyst
Analyst,41164,0.0,EN,,Analyst
Analyst,40140,1.0,EN,,Analyst
Analyst,46116,0.0,EN,,Analyst
Analyst,49111,2.0,EN,,Analyst
Analyst,47782,2.0,EN,,Analyst
Analyst,44022,2.0,EN,,Analyst
Analyst,41468,0.0,EN,,Analyst
Analyst,40142,0.0,EN,,Analyst
Senior Manager,151618,10.0,SE,,Other
Senior Analyst,66022,1.0,EN,,Analyst
Analyst,47746,1.0,EN,,Analyst
Analyst,48101,0.0,EN,,Analyst
Analyst,45028,0.0,EN,,Analyst
Analyst,43461,1.0,EN,,Analyst
Analyst,43726,0.0,EN,,Analyst
Analyst,49310,2.0,EN,,Analyst
Analyst,44925,0.0,EN,,Analyst
Senior Manager,187426,13.0,SE,,Other
Analyst,47430,0.0,EN,,Analyst
Analyst,44312,0.0,EN,,Analyst
Analyst,40271,2.0,EN,,Analyst
Analyst,45105,0.0,EN,,Analyst
Analyst,45174,1.0,EN,,Analyst
Analyst,49908,1.0,EN,,Analyst
Analyst,44591,0.0,EN,,Analyst
Analyst,40054,0.0,EN,,Analyst
Analyst,48773,0.0,EN,,Analyst
Analyst,41685,2.0,EN,,Analyst
Analyst,49026,0.0,EN,,Analyst
Associate,71873,3.0,EN,,Other
Analyst,46078,0.0,EN,,Analyst
Analyst,47936,0.0,EN,,Analyst
Analyst,41653,2.0,EN,,Analyst
Analyst,49265,0.0,EN,,Analyst
Analyst,43315,0.0,EN,,Analyst
Analyst,43569,0.0,EN,,Analyst
Manager,122535,5.0,MI,,Other
Analyst,45606,1.0,EN,,Analyst
Analyst,40300,1.0,EN,,Analyst
Analyst,44956,0.0,EN,,Analyst
Analyst,40562,0.0,EN,,Analyst
Analyst,45155,0.0,EN,,Analyst
Analyst,45531,0.0,EN,,Analyst
Analyst,44618,1.0,EN,,Analyst
Analyst,46823,1.0,EN,,Analyst
Analyst,48268,2.0,EN,,Analyst
Analyst,43807,0.0,EN,,Analyst
Analyst,47160,1.0,EN,,Analyst
Analyst,42519,0.0,EN,,Analyst
Analyst,47297,0.0,EN,,Analyst
Senior Manager,153246,11.0,SE,,Other
Analyst,45122,0.0,EN,,Analyst
Analyst,46152,2.0,EN,,Analyst
Associate,90802,3.0,EN,,Other
Analyst,47788,0.0,EN,,Analyst
Analyst,46218,0.0,EN,,Analyst
Analyst,40398,0.0,EN,,Analyst
Analyst,40267,0.0,EN,,Analyst
Analyst,46965,2.0,EN,,Analyst
Analyst,41071,0.0,EN,,Analyst
Analyst,40261,3.0,EN,,Analyst
Analyst,40270,3.0,EN,,Analyst
Analyst,42148,0.0,EN,,Analyst
Analyst,43671,0.0,EN,,Analyst
Analyst,42469,0.0,EN,,Analyst
Analyst,47979,0.0,EN,,Analyst
Analyst,46370,0.0,EN,,Analyst
Analyst,44273,2.0,EN,,Analyst
Manager,129647,8.0,MI,,Other
Analyst,41316,0.0,EN,,Analyst
Analyst,43159,0.0,EN,,Analyst
Senior Analyst,56300,3.0,EN,,Analyst
Analyst,40236,2.0,EN,,Analyst
Analyst,44730,1.0,EN,,Analyst
Associate,78311,7.0,MI,,Other
Analyst,45875,0.0,EN,,Analyst
Senior Analyst,65600,3.0,EN,,Analyst
Analyst,46851,0.0,EN,,Analyst
Manager,114337,9.0,MI,,Other
Analyst,45527,0.0,EN,,Analyst
Associate,83091,2.0,EN,,Other
Analyst,40244,0.0,EN,,Analyst
Analyst,49315,1.0,EN,,Analyst
Analyst,45461,2.0,EN,,Analyst
Senior Analyst,59425,0.0,EN,,Analyst
Analyst,41966,0.0,EN,,Analyst
Analyst,43938,3.0,EN,,Analyst
Analyst,41759,0.0,EN,,Analyst
Senior Manager,171056,10.0,SE,,Other
Analyst,40214,2.0,EN,,Analyst
Analyst,43148,2.0,EN,,Analyst
Analyst,48074,0.0,EN,,Analyst
Analyst,45561,0.0,EN,,Analyst
Analyst,42987,0.0,EN,,Analyst
Analyst,44125,1.0,EN,,Analyst
Analyst,45790,0.0,EN,,Analyst
Analyst,47807,1.0,EN,,Analyst
Analyst,44763,0.0,EN,,Analyst
Analyst,41516,2.0,EN,,Analyst
Analyst,49764,2.0,EN,,Analyst
Analyst,48892,1.0,EN,,Analyst
Analyst,49248,0.0,EN,,Analyst
Analyst,45818,2.0,EN,,Analyst
Analyst,45675,0.0,EN,,Analyst
Analyst,45744,1.0,EN,,Analyst
Analyst,43418,2.0,EN,,Analyst
Analyst,43601,0.0,EN,,Analyst
Senior Analyst,66908,1.0,EN,,Analyst
Analyst,47667,0.0,EN,,Analyst
Analyst,48689,1.0,EN,,Analyst
Analyst,45633,0.0,EN,,Analyst
Analyst,48287,2.0,EN,,Analyst
Analyst,49459,3.0,EN,,Analyst
Analyst,48222,1.0,EN,,Analyst
Analyst,47590,3.0,EN,,Analyst
Analyst,41166,3.0,EN,,Analyst
Analyst,42064,1.0,EN,,Analyst
Analyst,44557,2.0,EN,,Analyst
Associate,87171,2.0,EN,,Other
Analyst,41053,0.0,EN,,Analyst
Analyst,41320,0.0,EN,,Analyst
Analyst,49662,1.0,EN,,Analyst
Analyst,42476,0.0,EN,,Analyst
Senior Analyst,51380,5.0,MI,,Analyst
Analyst,42344,2.0,EN,,Analyst
Analyst,47714,1.0,EN,,Analyst
Analyst,44406,1.0,EN,,Analyst
Analyst,42214,3.0,EN,,Analyst
Analyst,46813,0.0,EN,,Analyst
Analyst,48406,1.0,EN,,Analyst
Analyst,41265,0.0,EN,,Analyst
Analyst,43539,0.0,EN,,Analyst
Analyst,43875,0.0,EN,,Analyst
Analyst,44814,0.0,EN,,Analyst
Analyst,40961,1.0,EN,,Analyst
Associate,91165,9.0,MI,,Other
Analyst,48354,1.0,EN,,Analyst
Associate,82514,5.0,MI,,Other
Analyst,42303,1.0,EN,,Analyst
Analyst,40424,0.0,EN,,Analyst
Analyst,47591,0.0,EN,,Analyst
Analyst,42490,1.0,EN,,Analyst
Manager,135858,8.0,MI,,Other
Analyst,43783,0.0,EN,,Analyst
Analyst,46386,1.0,EN,,Analyst
Analyst,41781,2.0,EN,,Analyst
Senior Analyst,64636,1.0,EN,,Analyst
Analyst,41069,0.0,EN,,Analyst
Analyst,45481,0.0,EN,,Analyst
Analyst,42473,0.0,EN,,Analyst
Senior Analyst,55949,0.0,EN,,Analyst
Analyst,47237,2.0,EN,,Analyst
Analyst,49213,0.0,EN,,Analyst
Analyst,45289,0.0,EN,,Analyst
Analyst,47142,2.0,EN,,Analyst
Analyst,41777,1.0,EN,,Analyst
Analyst,44478,0.0,EN,,Analyst
Analyst,45128,2.0,EN,,Analyst
Analyst,48959,0.0,EN,,Analyst
Senior Analyst,52009,3.0,EN,,Analyst
Analyst,46697,2.0,EN,,Analyst
Analyst,43009,1.0,EN,,Analyst
Analyst,49928,1.0,EN,,Analyst
Associate,93342,3.0,EN,,Other
Analyst,42886,0.0,EN,,Analyst
Analyst,46693,0.0,EN,,Analyst
Analyst,43677,0.0,EN,,Analyst
Senior Analyst,52792,0.0,EN,,Analyst
Analyst,49300,1.0,EN,,Analyst
Analyst,45538,0.0,EN,,Analyst
Analyst,45538,0.0,EN,,Analyst
Associate,88539,8.0,MI,,Other
Analyst,46847,3.0,EN,,Analyst
Analyst,47248,2.0,EN,,Analyst
Analyst,43511,0.0,EN,,Analyst
Associate,98506,2.0,EN,,Other
Senior Analyst,63841,0.0,EN,,Analyst
Analyst,46990,0.0,EN,,Analyst
Senior Analyst,69432,4.0,EN,,Analyst
Analyst,47469,0.0,EN,,Analyst
Senior Analyst,69231,0.0,EN,,Analyst
Analyst,49689,1.0,EN,,Analyst
Analyst,47786,3.0,EN,,Analyst
Analyst,46116,2.0,EN,,Analyst
Analyst,42481,0.0,EN,,Analyst
Analyst,48484,3.0,EN,,Analyst
Analyst,47216,0.0,EN,,Analyst
Associate,86819,7.0,MI,,Other
Senior Analyst,55885,0.0,EN,,Analyst
Senior Manager,177412,14.0,SE,,Other
Senior Analyst,69716,4.0,EN,,Analyst
Analyst,49831,0.0,EN,,Analyst
Analyst,48410,2.0,EN,,Analyst
Analyst,47201,0.0,EN,,Analyst
Analyst,42384,0.0,EN,,Analyst
Analyst,40808,0.0,EN,,Analyst
Analyst,44657,0.0,EN,,Analyst
Analyst,46142,0.0,EN,,Analyst
Associate,92590,3.0,EN,,Other
Analyst,45755,0.0,EN,,Analyst
Analyst,44469,0.0,EN,,Analyst
Analyst,44744,0.0,EN,,Analyst
Senior Analyst,62659,2.0,EN,,Analyst
Analyst,48317,1.0,EN,,Analyst
Analyst,49444,0.0,EN,,Analyst
Senior Analyst,61787,0.0,EN,,Analyst
Analyst,45179,0.0,EN,,Analyst
Analyst,44428,3.0,EN,,Analyst
Analyst,42819,0.0,EN,,Analyst
Senior Analyst,65110,0.0,EN,,Analyst
Associate,93996,1.0,EN,,Other
Analyst,40406,1.0,EN,,Analyst
Analyst,43923,0.0,EN,,Analyst
Analyst,43121,1.0,EN,,Analyst
Analyst,48246,0.0,EN,,Analyst
Analyst,45389,1.0,EN,,Analyst
Analyst,47668,0.0,EN,,Analyst
Senior Analyst,51747,0.0,EN,,Analyst
Associate,86702,1.0,EN,,Other
Analyst,42132,0.0,EN,,Analyst
Senior Analyst,51640,5.0,MI,,Analyst
Analyst,47755,0.0,EN,,Analyst
Analyst,49660,0.0,EN,,Analyst
Analyst,49826,0.0,EN,,Analyst
Analyst,46839,0.0,EN,,Analyst
Analyst,48203,0.0,EN,,Analyst
Analyst,48869,1.0,EN,,Analyst
Senior Manager,181470,8.0,MI,,Other
Senior Analyst,69590,0.0,EN,,Analyst
Analyst,45513,0.0,EN,,Analyst
Analyst,47769,0.0,EN,,Analyst
Analyst,48171,3.0,EN,,Analyst
Analyst,45551,0.0,EN,,Analyst
Analyst,49206,0.0,EN,,Analyst
Associate,75658,4.0,EN,,Other
Analyst,40832,0.0,EN,,Analyst
Analyst,47376,0.0,EN,,Analyst
Analyst,44220,0.0,EN,,Analyst
Senior Analyst,59246,1.0,EN,,Analyst
Analyst,49559,2.0,EN,,Analyst
Analyst,44806,0.0,EN,,Analyst
Analyst,49497,0.0,EN,,Analyst
Analyst,40935,1.0,EN,,Analyst
Analyst,48309,0.0,EN,,Analyst
Analyst,49108,0.0,EN,,Analyst
Manager,143333,9.0,MI,,Other
Senior Analyst,52198,4.0,EN,,Analyst
Analyst,41928,1.0,EN,,Analyst
Senior Manager,167378,9.0,MI,,Other
Analyst,48164,2.0,EN,,Analyst
Analyst,45450,1.0,EN,,Analyst
Associate,78789,4.0,EN,,Other
Analyst,44305,0.0,EN,,Analyst
Analyst,45148,0.0,EN,,Analyst
Analyst,48915,2.0,EN,,Analyst
Analyst,45223,0.0,EN,,Analyst
Analyst,45485,3.0,EN,,Analyst
Manager,130749,7.0,MI,,Other
Senior Analyst,68290,0.0,EN,,Analyst
Analyst,41421,1.0,EN,,Analyst
Analyst,40363,0.0,EN,,Analyst
Analyst,41904,0.0,EN,,Analyst
Analyst,49449,0.0,EN,,Analyst
Analyst,43794,2.0,EN,,Analyst
Analyst,42102,0.0,EN,,Analyst
Senior Analyst,54514,3.0,EN,,Analyst
Analyst,43415,1.0,EN,,Analyst
Analyst,43528,1.0,EN,,Analyst
Analyst,47667,0.0,EN,,Analyst
Director,319742,15.0,EX,,Other
Analyst,47477,2.0,EN,,Analyst
Analyst,44620,1.0,EN,,Analyst
Senior Analyst,69772,4.0,EN,,Analyst
Analyst,48355,1.0,EN,,Analyst
Analyst,41455,0.0,EN,,Analyst
Analyst,48581,0.0,EN,,Analyst
Analyst,43959,1.0,EN,,Analyst
Analyst,41287,2.0,EN,,Analyst
Analyst,47183,3.0,EN,,Analyst
Analyst,48546,0.0,EN,,Analyst
Analyst,49773,3.0,EN,,Analyst
Analyst,48772,1.0,EN,,Analyst
Analyst,41104,1.0,EN,,Analyst
Analyst,40553,2.0,EN,,Analyst
Analyst,48272,0.0,EN,,Analyst
Analyst,43438,2.0,EN,,Analyst
Analyst,48181,1.0,EN,,Analyst
Analyst,45331,0.0,EN,,Analyst
Analyst,42458,0.0,EN,,Analyst
Senior Analyst,65875,0.0,EN,,Analyst
Analyst,44108,2.0,EN,,Analyst
Analyst,46164,0.0,EN,,Analyst
Analyst,42493,0.0,EN,,Analyst
Analyst,46883,0.0,EN,,Analyst
Analyst,48587,0.0,EN,,Analyst
Analyst,40950,0.0,EN,,Analyst
Senior Manager,190618,10.0,SE,,Other
Analyst,48784,2.0,EN,,Analyst
Analyst,44002,1.0,EN,,Analyst
Analyst,43597,0.0,EN,,Analyst
Senior Analyst,64432,5.0,MI,,Analyst
Senior Analyst,68884,5.0,MI,,Analyst
Senior Analyst,50759,1.0,EN,,Analyst
Senior Analyst,69301,4.0,EN,,Analyst
Analyst,46217,1.0,EN,,Analyst
Analyst,47261,0.0,EN,,Analyst
Analyst,48818,0.0,EN,,Analyst
Analyst,48618,0.0,EN,,Analyst
Associate,91316,6.0,MI,,Other
Senior Manager,154106,12.0,SE,,Other
Senior Manager,189307,12.0,SE,,Other
Analyst,44524,0.0,EN,,Analyst
Analyst,40361,2.0,EN,,Analyst
Analyst,44856,0.0,EN,,Analyst
Manager,140762,6.0,MI,,Other
Analyst,47174,3.0,EN,,Analyst
Analyst,47967,0.0,EN,,Analyst
Analyst,48441,1.0,EN,,Analyst
Analyst,45425,0.0,EN,,Analyst
Analyst,41404,1.0,EN,,Analyst
Analyst,41743,0.0,EN,,Analyst
Senior Analyst,52113,0.0,EN,,Analyst
Analyst,43150,1.0,EN,,Analyst
Analyst,40014,0.0,EN,,Analyst
Senior Analyst,59121,1.0,EN,,Analyst
Analyst,49418,0.0,EN,,Analyst
Analyst,41357,2.0,EN,,Analyst
Analyst,45856,0.0,EN,,Analyst
Analyst,45316,0.0,EN,,Analyst
Analyst,40332,0.0,EN,,Analyst
Analyst,41673,0.0,EN,,Analyst
Analyst,45188,2.0,EN,,Analyst
Analyst,47847,0.0,EN,,Analyst
Analyst,48268,2.0,EN,,Analyst
Analyst,48427,0.0,EN,,Analyst
Analyst,44774,0.0,EN,,Analyst
Analyst,42997,0.0,EN,,Analyst
Analyst,48242,0.0,EN,,Analyst
Analyst,43356,0.0,EN,,Analyst
Analyst,46543,0.0,EN,,Analyst
Analyst,41610,0.0,EN,,Analyst
Analyst,41430,0.0,EN,,Analyst
Analyst,46779,2.0,EN,,Analyst
Analyst,40786,2.0,EN,,Analyst
Analyst,49492,3.0,EN,,Analyst
Associate,93212,2.0,EN,,Other
Analyst,47691,1.0,EN,,Analyst
Analyst,48127,0.0,EN,,Analyst
Analyst,42653,1.0,EN,,Analyst
Analyst,49237,0.0,EN,,Analyst
Analyst,49070,0.0,EN,,Analyst
Analyst,47843,2.0,EN,,Analyst
Senior Analyst,56181,0.0,EN,,Analyst
Senior Manager,197246,10.0,SE,,Other
Analyst,45986,1.0,EN,,Analyst
Analyst,41500,0.0,EN,,Analyst
Senior Analyst,60778,0.0,EN,,Analyst
Analyst,41124,0.0,EN,,Analyst
Analyst,40669,0.0,EN,,Analyst
Analyst,45278,0.0,EN,,Analyst
Analyst,45865,2.0,EN,,Analyst
Analyst,42662,1.0,EN,,Analyst
Senior Analyst,67796,2.0,EN,,Analyst
Analyst,43669,0.0,EN,,Analyst
Analyst,48626,0.0,EN,,Analyst
Analyst,45324,2.0,EN,,Analyst
Analyst,49247,0.0,EN,,Analyst
Analyst,42737,0.0,EN,,Analyst
Analyst,45545,0.0,EN,,Analyst
Analyst,44212,1.0,EN,,Analyst
Analyst,49736,0.0,EN,,Analyst
Analyst,49512,1.0,EN,,Analyst
Manager,104916,2.0,EN,,Other
Senior Analyst,67198,5.0,MI,,Analyst
Analyst,42637,1.0,EN,,Analyst
Analyst,45768,0.0,EN,,Analyst
Analyst,43259,2.0,EN,,Analyst
Analyst,47050,0.0,EN,,Analyst
Senior Analyst,68295,3.0,EN,,Analyst
Analyst,41506,0.0,EN,,Analyst
Analyst,42125,0.0,EN,,Analyst
Senior Analyst,60827,0.0,EN,,Analyst
Senior Analyst,61311,1.0,EN,,Analyst
Analyst,41248,1.0,EN,,Analyst
Analyst,47945,0.0,EN,,Analyst
Senior Analyst,66908,1.0,EN,,Analyst
Analyst,48959,0.0,EN,,Analyst
Analyst,40240,1.0,EN,,Analyst
Analyst,43615,2.0,EN,,Analyst
Analyst,46650,2.0,EN,,Analyst
Analyst,48148,1.0,EN,,Analyst
Analyst,43939,0.0,EN,,Analyst
Analyst,40718,0.0,EN,,Analyst
Analyst,47985,0.0,EN,,Analyst
Analyst,44412,0.0,EN,,Analyst
Analyst,44832,0.0,EN,,Analyst
Analyst,48161,0.0,EN,,Analyst
Analyst,41981,0.0,EN,,Analyst
Analyst,45477,0.0,EN,,Analyst
Analyst,47890,0.0,EN,,Analyst
Analyst,48736,0.0,EN,,Analyst
Analyst,47334,0.0,EN,,Analyst
Senior Analyst,61742,0.0,EN,,Analyst
Analyst,48995,0.0,EN,,Analyst
Analyst,47316,0.0,EN,,Analyst
Analyst,45125,1.0,EN,,Analyst
Analyst,49235,0.0,EN,,Analyst
Manager,117726,8.0,MI,,Other
Analyst,49095,1.0,EN,,Analyst
Associate,94212,8.0,MI,,Other
Analyst,42014,2.0,EN,,Analyst
Analyst,44193,0.0,EN,,Analyst
Analyst,46510,0.0,EN,,Analyst
Analyst,48482,0.0,EN,,Analyst
Analyst,45715,0.0,EN,,Analyst
Analyst,46215,0.0,EN,,Analyst
Director,319407,12.0,SE,,Other
Analyst,40920,0.0,EN,,Analyst
Analyst,48792,2.0,EN,,Analyst
Analyst,43873,0.0,EN,,Analyst
Analyst,45321,1.0,EN,,Analyst
Analyst,46848,0.0,EN,,Analyst
Senior Analyst,50680,0.0,EN,,Analyst
Analyst,46471,0.0,EN,,Analyst
Senior Analyst,57896,0.0,EN,,Analyst
Analyst,45340,1.0,EN,,Analyst
Analyst,49873,1.0,EN,,Analyst
Analyst,43257,1.0,EN,,Analyst
Analyst,45062,0.0,EN,,Analyst
Analyst,44513,0.0,EN,,Analyst
Analyst,44566,3.0,EN,,Analyst
Analyst,40372,0.0,EN,,Analyst
Senior Analyst,62595,0.0,EN,,Analyst
Manager,124060,5.0,MI,,Other
Associate,90512,3.0,EN,,Other
Analyst,41853,3.0,EN,,Analyst
Analyst,43548,0.0,EN,,Analyst
Senior Analyst,59675,3.0,EN,,Analyst
Analyst,42398,0.0,EN,,Analyst
Senior Analyst,61638,0.0,EN,,Analyst
Analyst,42791,2.0,EN,,Analyst
Senior Analyst,64193,2.0,EN,,Analyst
Analyst,48366,1.0,EN,,Analyst
Analyst,48470,1.0,EN,,Analyst
Senior Analyst,60085,0.0,EN,,Analyst
Senior Analyst,56430,0.0,EN,,Analyst
Analyst,42910,0.0,EN,,Analyst
Analyst,46265,2.0,EN,,Analyst
Associate,90134,0.0,EN,,Other
